wkt,Parcel Type.ID
"POLYGON((-82.5951278018942 42.092362567565, -82.5970443322989 42.0924303602478, -82.5970587602843 42.0922028614951, -82.5970491006839 42.0922025211422, -82.5951422182539 42.092135074226, -82.5951278018942 42.092362567565))",PIN.750920360
"POLYGON((-81.523725553926 43.865765292765, -81.5259929565303 43.8627176841094, -81.5268174789537 43.861669451317, -81.5279740434475 43.8601784946977, -81.5301153604325 43.8574854614467, -81.5319162359732 43.8551890846299, -81.5302123963255 43.8544935379981, -81.5269655542588 43.8531778792595, -81.5263863364162 43.8539241158973, -81.5235827571888 43.8574885470514, -81.522906366831 43.8584010231584, -81.5186938036184 43.8637898562175, -81.5217952806464 43.8649691049885, -81.523725553926 43.865765292765))",PIN.410790035
"POLYGON((-81.5551223686886 43.7767513631863, -81.5585030293312 43.7767313007485, -81.5584562324448 43.7676992385467, -81.5559584278342 43.767721419789, -81.5534606159123 43.7677435480203, -81.5534846254659 43.7767061623717, -81.5551217504085 43.7766964841832, -81.5551223686886 43.7767513631863))",PIN.411170015
"POLYGON((-81.5612439334742 43.6555894417523, -81.5612619588857 43.6573906996839, -81.5712463979222 43.6574443972379, -81.5712131160878 43.6564370430456, -81.5712736501225 43.6537617250925, -81.5612253289266 43.6537301447109, -81.5612423730843 43.6554334541497, -81.5640220942046 43.655402414786, -81.5640422381772 43.6544881892985, -81.5652396187749 43.654472752551, -81.5651947568436 43.6555928166117, -81.5632193318054 43.6555911544393, -81.5612439334742 43.6555894417523))",PIN.411620056
"POLYGON((-81.4778974664987 43.6225766618953, -81.4783742121893 43.6219904824755, -81.4791719361436 43.6209966895497, -81.4799207789362 43.6200931393975, -81.480694529943 43.6192074877825, -81.481541395384 43.6181684501091, -81.4825236127808 43.6170117845903, -81.483456801203 43.6159273495177, -81.4843961934013 43.6147595701121, -81.484393421822 43.614758366078, -81.4838034737463 43.6145020514796, -81.4825116626989 43.6158542423541, -81.4817176956481 43.6155092887739, -81.4830095164118 43.6141570931912, -81.4801123631563 43.6128982498093, -81.4801058886125 43.6128954339478, -81.4787609289067 43.6145154605937, -81.4785376521225 43.6147854380654, -81.4780367059619 43.615391891292, -81.4773494313009 43.6162411467641, -81.4760602162434 43.6177682165029, -81.4750166760788 43.619024130172, -81.4745992061895 43.6195210887211, -81.4767504978581 43.6204215481978, -81.4757314284477 43.6216413477357, -81.4778651667393 43.6225627130826, -81.4778875966003 43.6225723962491, -81.4778974664987 43.6225766618953))",PIN.413150051
"POLYGON((-81.1168257657629 43.7134564620916, -81.1198090583488 43.7095285054579, -81.1152898580631 43.7077023594726, -81.1122307961194 43.7116018676751, -81.1137257902972 43.7122038049265, -81.1168257657629 43.7134564620916))",PIN.413530086
"POLYGON((-81.1845839036338 43.6411792229591, -81.1876867398853 43.6372551098443, -81.1833558499333 43.6354722634134, -81.1802579484953 43.6394406720232, -81.1822168839445 43.6402417293142, -81.1845839036338 43.6411792229591))",PIN.413580056
"POLYGON((-81.5541287974256 43.7134095063933, -81.5542702054953 43.7136265706684, -81.5537377615321 43.7142870698233, -81.5522754032122 43.7136641119858, -81.5517705741895 43.714343985065, -81.5584858737155 43.7168221478356, -81.5585164718447 43.7167996565818, -81.558676170938 43.7166187955612, -81.558848448084 43.7164558828075, -81.5590331382066 43.7162929067189, -81.5592179986939 43.7161479402117, -81.5594026853117 43.7159849662075, -81.5595874555832 43.7158309923239, -81.5597846409125 43.7156769604172, -81.5599819099501 43.7155319285762, -81.5603392846702 43.7152510557191, -81.5605242217508 43.7151150892798, -81.5607213980941 43.714961056571, -81.5609311565811 43.7148249690816, -81.5611033440432 43.7146530465205, -81.5614725287483 43.7143090834782, -81.5616697033805 43.714155045649, -81.5618242507039 43.7139711880651, -81.5544936900605 43.7111586566546, -81.5542150563136 43.7110517383614, -81.5533051382479 43.712277270632, -81.553820751119 43.7124960829807, -81.5539541885948 43.712733626542, -81.5538347801292 43.7132788013325, -81.5541287974256 43.7134095063933))",PIN.414450080
"POLYGON((-81.5571031296135 43.7183372256668, -81.5572635079416 43.7182283977097, -81.5572879179309 43.7181832581124, -81.557312495009 43.7181561283528, -81.5573980522012 43.7180116452423, -81.5575208516326 43.7178669823574, -81.5576558935462 43.7177042519097, -81.5578033512615 43.7175414620366, -81.55793847961 43.7173877345159, -81.5580486920962 43.7172251251269, -81.5581839851451 43.717089407141, -81.5583280840315 43.7169671578921, -81.5538945080246 43.7153310736735, -81.5536954506752 43.715601123559, -81.5529484422886 43.7153243675881, -81.5525596748749 43.7159609617923, -81.5523744510179 43.7161209892757, -81.5518474170405 43.7159988849662, -81.550786995916 43.7156784329623, -81.5492020817185 43.7178297786508, -81.5564176395524 43.7207222376049, -81.5564044959215 43.7206456480724, -81.5564014894602 43.7203215182612, -81.556424735951 43.7201503310876, -81.5564479763032 43.719979139315, -81.5564588907431 43.7198170145407, -81.5564944611631 43.7196367640901, -81.5565053766353 43.7194746394242, -81.5565411125191 43.7193123944028, -81.5566016811014 43.7191500265966, -81.5566745783034 43.7189785981997, -81.5567598884284 43.7188071060512, -81.556857695348 43.7186445577578, -81.5569680015566 43.718490951539, -81.5571031296135 43.7183372256668))",PIN.414450083
"POLYGON((-81.38602006 43.19249474, -81.38598215 43.19235934, -81.37404166 43.19594266, -81.37406793 43.19608155, -81.37451197 43.19842929, -81.38695533 43.19709377, -81.38619042 43.19348325, -81.38602006 43.19249474))",PIN.097030069
"POLYGON((-81.37404166 43.19594266, -81.38598215 43.19235934, -81.38594425 43.19222393, -81.38551359 43.18991155, -81.38540559 43.18989403, -81.37754414 43.19076793, -81.37768978 43.19125677, -81.37320712 43.19175482, -81.37383352 43.19484215, -81.37401539 43.19580377, -81.37404166 43.19594266))",PIN.097030070
"POLYGON((-81.35995058 43.19074382, -81.3703156 43.18959116, -81.37249517 43.18934865, -81.37228278 43.18822638, -81.37133675 43.18832748, -81.37055766 43.18841072, -81.37043682 43.18777211, -81.36932384 43.18789102, -81.35960073 43.18892943, -81.35995058 43.19074382))",PIN.097030151
"POLYGON((-81.37133675 43.18832748, -81.37228278 43.18822638, -81.37216192 43.18758776, -81.37121589 43.18768886, -81.37133675 43.18832748))",PIN.097030152
"POLYGON((-81.34693059 43.18826588, -81.35916337 43.18693418, -81.35876217 43.18511806, -81.35875681 43.18508469, -81.34657628 43.18644322, -81.34671868 43.18717575, -81.34879554 43.18700725, -81.34889794 43.18753419, -81.34764927 43.18762995, -81.34760389 43.18739636, -81.34677147 43.18744736, -81.34693059 43.18826588))",PIN.097030211
"POLYGON((-81.38207115 43.23883402, -81.39444742 43.23757999, -81.39444036 43.23754221, -81.39376854 43.23394783, -81.39374258 43.23380589, -81.39157557 43.23408433, -81.38325871 43.23501182, -81.38140407 43.23521856, -81.38181402 43.23744043, -81.38308692 43.2373149, -81.38316292 43.2377329, -81.38189112 43.23785833, -81.38207115 43.23883402))",PIN.097040022
"POLYGON((-81.37727747 43.21315669, -81.38955798 43.21177793, -81.38927272 43.2099982, -81.38898268 43.20818852, -81.38162337 43.20897926, -81.37660129 43.20951859, -81.37660231 43.20952392, -81.37661494 43.20959199, -81.37706965 43.21203856, -81.37727747 43.21315669))",PIN.097040062
"POLYGON((-81.37236852 43.25493599, -81.38464216 43.25357196, -81.3839444 43.24995245, -81.37167333 43.25131711, -81.37236852 43.25493599))",PIN.097050044
"POLYGON((-81.3921191 43.2897679, -81.40429626 43.28843145, -81.40428611 43.28838151, -81.40357249 43.28485421, -81.39815289 43.28542249, -81.3974129 43.2854774, -81.39738906 43.28547917, -81.39628064 43.28561808, -81.39417318 43.28584546, -81.39395267 43.28586925, -81.39134995 43.28613969, -81.3921191 43.2897679))",PIN.412630007
"POLYGON((-81.38055957 43.29459506, -81.39263498 43.29338463, -81.3918623 43.28974015, -81.38158356 43.29078269, -81.37974813 43.2909869, -81.38019118 43.29284939, -81.38055929 43.29455003, -81.38055957 43.29459506))",PIN.412630013
"POLYGON((-81.17604693 43.80113707, -81.17753733 43.79924016, -81.1758034 43.79848593, -81.17567981 43.79845676, -81.17543398 43.79837787, -81.17502248 43.79850241, -81.17428959 43.79821588, -81.17478706 43.79753426, -81.17576177 43.79792706, -81.17572626 43.7982848, -81.17628587 43.79852021, -81.17626204 43.79854896, -81.17761724 43.79913845, -81.18226029 43.793228, -81.18130212 43.7928334, -81.18035631 43.79244773, -81.17800434 43.79151501, -81.17789412 43.79147315, -81.17726091 43.79229951, -81.17560156 43.79440897, -81.17435066 43.79595955, -81.1741277 43.79623001, -81.17264151 43.79811407, -81.17259197 43.79817717, -81.17218331 43.79871801, -81.17168522 43.79936152, -81.17604693 43.80113707))",PIN.413360059
"POLYGON((-81.16121854 43.756992, -81.16255557 43.75531537, -81.16367245 43.75390569, -81.16151451 43.7530137, -81.15934685 43.75211762, -81.1585128 43.75317812, -81.15826525 43.75351161, -81.15696535 43.75517012, -81.15551681 43.7570179, -81.15312486 43.76007749, -81.1553224 43.76097365, -81.15746745 43.76184834, -81.15953486 43.75914629, -81.15960913 43.75904714, -81.16055001 43.7578393, -81.16121854 43.756992))",PIN.413500018
"POLYGON((-81.17910715 43.76007437, -81.18533945 43.7521416, -81.18476771 43.75189616, -81.18397171 43.7515553, -81.18321304 43.75123238, -81.18110491 43.75037771, -81.18097677 43.75040437, -81.17998502 43.75171471, -81.17828975 43.7538693, -81.17692856 43.75561818, -81.17477343 43.75828407, -81.17910715 43.76007437))",PIN.413500026
"POLYGON((-81.17477343 43.75828407, -81.17692856 43.75561818, -81.17828975 43.7538693, -81.17998502 43.75171471, -81.18097677 43.75040437, -81.1810223 43.75034422, -81.18091233 43.75029963, -81.17877326 43.7494026, -81.17831317 43.74922324, -81.17666656 43.74853162, -81.17665921 43.74854151, -81.17112739 43.75557298, -81.17040888 43.75648077, -81.17477343 43.75828407))",PIN.413500027
"POLYGON((-81.14221895 43.72378654, -81.14256268 43.72334422, -81.14217015 43.723184, -81.14182642 43.72362633, -81.14221895 43.72378654))",PIN.413520139
"POLYGON((-81.14180368 43.72303442, -81.14217015 43.723184, -81.14256268 43.72334422, -81.14295521 43.72350443, -81.14334775 43.72366464, -81.14300402 43.72410697, -81.14734317 43.72587784, -81.14756084 43.72596666, -81.14982924 43.72312574, -81.15049743 43.72224248, -81.15247706 43.71960171, -81.15365529 43.71809261, -81.15343787 43.71800349, -81.14906215 43.71620993, -81.14848537 43.71597349, -81.1479718 43.71576296, -81.14794862 43.71576299, -81.14782453 43.71578116, -81.14742736 43.71580869, -81.14716667 43.71580902, -81.14701773 43.71581822, -81.14662049 43.71581873, -81.14649638 43.71582789, -81.14635987 43.71584607, -81.14602483 43.71590053, -81.14592557 43.71591866, -81.14573941 43.7159369, -81.14570217 43.71593695, -81.14551591 43.71591918, -81.14545387 43.71592826, -81.14540423 43.71593733, -81.14534219 43.71594642, -81.14529254 43.71594648, -81.14523051 43.71596456, -81.14516846 43.71597365, -81.14510642 43.71598273, -81.1450568 43.7160008, -81.14499476 43.71600988, -81.14494513 43.71601895, -81.14488306 43.71601903, -81.14482101 43.71602811, -81.14475899 43.7160462, -81.14468452 43.7160553, -81.14442392 43.71609164, -81.14434948 43.71610974, -81.14429987 43.71612782, -81.14423784 43.7161459, -81.14417584 43.71617299, -81.14411382 43.71619108, -81.14406421 43.71620915, -81.14401462 43.71623622, -81.14396501 43.71625429, -81.14392783 43.71628135, -81.14389067 43.71631741, -81.1438535 43.71634447, -81.14360554 43.71647985, -81.14358078 43.71650689, -81.14354363 43.71654295, -81.1435189 43.716588, -81.14349419 43.71663305, -81.14346944 43.7166691, -81.14339518 43.71675923, -81.14335802 43.7167953, -81.14332089 43.71684036, -81.14328371 43.71686742, -81.14324654 43.71689448, -81.1432218 43.71693052, -81.14320281 43.71696513, -81.14319708 43.71697557, -81.14317236 43.71702062, -81.14316005 43.71706566, -81.14313534 43.71711071, -81.14312301 43.71714674, -81.14309829 43.71719179, -81.14309868 43.71735386, -81.1431112 43.71739886, -81.14314855 43.71744384, -81.14317347 43.71747982, -81.14318601 43.71753383, -81.14318612 43.71757885, -81.14319866 43.71763286, -81.14321117 43.71766886, -81.1432361 43.71771385, -81.14324863 43.71775885, -81.14327356 43.71780384, -81.14329852 43.71785783, -81.14331104 43.71790283, -81.14333598 43.71794782, -81.14336105 43.71804683, -81.14338599 43.71809182, -81.14341093 43.71813681, -81.14342345 43.71818181, -81.14344839 43.7182268, -81.14346091 43.71827181, -81.14347343 43.71831681, -81.14349839 43.7183708, -81.14352331 43.71840679, -81.14354824 43.71845178, -81.14357318 43.71849676, -81.1435857 43.71854177, -81.14361064 43.71858676, -81.14364797 43.71862272, -81.14367288 43.71865871, -81.14369782 43.7187037, -81.14372276 43.71874869, -81.1437477 43.71879367, -81.14376022 43.71883868, -81.14377274 43.71888368, -81.14379768 43.71892867, -81.14382262 43.71897366, -81.14383514 43.71901866, -81.14384765 43.71905466, -81.14386017 43.71909967, -81.14387269 43.71914467, -81.1439102 43.71925267, -81.14391029 43.71928869, -81.14386109 43.71947783, -81.14383636 43.71952288, -81.14381165 43.71956793, -81.1437869 43.71960397, -81.14373733 43.71964005, -81.14370018 43.71967612, -81.14366305 43.71972118, -81.14357629 43.71978432, -81.14353914 43.71982038, -81.14351442 43.71986543, -81.14344015 43.71995556, -81.14340299 43.71999162, -81.14336586 43.72003669, -81.14325439 43.72014488, -81.14320482 43.72018096, -81.14316766 43.72021702, -81.14314296 43.72027108, -81.14310169 43.72029836, -81.14372571 43.72055306, -81.14180368 43.72303442))",PIN.413520142
"POLYGON((-81.16348021 43.73245258, -81.16520163 43.73315372, -81.1661056 43.73202612, -81.16827064 43.72921373, -81.17032439 43.72662657, -81.17135154 43.72529344, -81.16917472 43.72437835, -81.16811192 43.72576547, -81.16608285 43.72831654, -81.16396727 43.73108379, -81.16386759 43.73120876, -81.16412159 43.73130668, -81.16432483 43.73147665, -81.16408848 43.73181709, -81.1639542 43.73176947, -81.16348021 43.73245258))",PIN.413520152
"POLYGON((-81.33453283 43.14113637, -81.34080938 43.13936924, -81.33840724 43.13478339, -81.3378712 43.13375998, -81.33762915 43.13368084, -81.33657933 43.13397458, -81.33155473 43.13538013, -81.33453283 43.14113637))",PIN.081420028
"POLYGON((-81.62299723 42.75214341, -81.62549098 42.75012791, -81.61997624 42.74593158, -81.61750757 42.74796524, -81.62299723 42.75214341))",PIN.085500014
"POLYGON((-81.62549098 42.75012791, -81.62673219 42.74912468, -81.62796416 42.74813902, -81.62795408 42.74813148, -81.62243725 42.74390406, -81.61997624 42.74593158, -81.62549098 42.75012791))",PIN.085500015
"POLYGON((-81.62813022 42.74800521, -81.63371463 42.75218963, -81.63387509 42.75203768, -81.63403036 42.75188284, -81.63592957 42.74993849, -81.6302103 42.74588197, -81.62883877 42.74727062, -81.62813022 42.74800521, -81.62813022 42.74800521, -81.63371463 42.75218963, -81.63387509 42.75203768, -81.63403036 42.75188284, -81.63592957 42.74993849, -81.6302103 42.74588197, -81.62883877 42.74727062, -81.62813022 42.74800521))",PIN.085500016
"POLYGON((-81.63252034 42.7435161, -81.63810983 42.74770622, -81.63957891 42.74619991, -81.63973669 42.74605017, -81.6397363 42.74604987, -81.63970765 42.74602763, -81.63851914 42.74510512, -81.6396254 42.74430209, -81.64067491 42.7451167, -81.6422752 42.74349237, -81.64234554 42.74342528, -81.64242117 42.7433614, -81.64248244 42.74331478, -81.64254653 42.74327026, -81.64261329 42.74322794, -81.63769947 42.73948093, -81.63698713 42.73896408, -81.63590322 42.74007505, -81.6347308 42.74127557, -81.63258754 42.74346375, -81.63252034 42.7435161))",PIN.085500060
"POLYGON((-81.34728529 43.19009042, -81.3595646 43.1887503, -81.35916337 43.18693418, -81.34693059 43.18826588, -81.34728529 43.19009042))",PIN.097030210
"POLYGON((-81.45568386 43.21962542, -81.45642679 43.2195489, -81.46199356 43.21897541, -81.46087964 43.21545197, -81.46078454 43.21546165, -81.45783326 43.21576179, -81.45542593 43.21600655, -81.45535128 43.21601414, -81.45541642 43.21632617, -81.45505458 43.21637199, -81.45553721 43.21886727, -81.45568386 43.21962542))",PIN.096930012
"POLYGON((-81.49498083 43.22629141, -81.50732824 43.22501185, -81.50737776 43.22500671, -81.5066267 43.22139369, -81.49429988 43.22269821, -81.49432511 43.22283137, -81.49466613 43.22463093, -81.49498083 43.22629141))",PIN.096930074
"POLYGON((-81.43283842 43.20264379, -81.43375753 43.20709079, -81.43984588 43.20635789, -81.43968622 43.20549552, -81.43952656 43.20463314, -81.43949335 43.20445369, -81.43917573 43.20273792, -81.4388602 43.20103335, -81.43882412 43.20085422, -81.43849607 43.19922576, -81.4380681 43.1992719, -81.43768077 43.19931107, -81.43783802 43.20004434, -81.43713302 43.20012525, -81.43733017 43.20104466, -81.43575322 43.20121366, -81.43598567 43.20229777, -81.43283842 43.20264379))",PIN.096970174
"POLYGON((-81.32496494 43.21339877, -81.32173919 43.21376362, -81.31931258 43.21403803, -81.31626053 43.21438308, -81.313497 43.21469544, -81.31383668 43.21647084, -81.31413939 43.21832265, -81.31443786 43.2201484, -81.31657944 43.21991049, -81.31860685 43.21968522, -81.32138596 43.21937636, -81.32414678 43.21906947, -81.32687262 43.2187664, -81.32647324 43.21675099, -81.32542267 43.21686233, -81.32531508 43.21631932, -81.32636565 43.21620798, -81.32614583 43.2150986, -81.32531997 43.21519071, -81.32496494 43.21339877))",PIN.097070020
"POLYGON((-81.30510994 43.22489382, -81.3075677 43.22462173, -81.31005054 43.22434681, -81.31262913 43.22406123, -81.31518647 43.22377794, -81.31478609 43.22183682, -81.3147178 43.22150569, -81.31467324 43.22128967, -81.31443786 43.2201484, -81.31180139 43.22043796, -81.30919225 43.22072445, -81.30658308 43.22101089, -81.30400561 43.22129378, -81.30378941 43.22131763, -81.30373269 43.22132388, -81.30326534 43.22137539, -81.30324302 43.22137785, -81.30314939 43.22138819, -81.30323694 43.22184741, -81.302726 43.2219038, -81.30278252 43.22211032, -81.30283656 43.22230776, -81.30289244 43.22260087, -81.30235355 43.22264308, -81.30248422 43.22333145, -81.30254727 43.2233245, -81.30257307 43.22346037, -81.30286473 43.2249968, -81.30289178 43.22513934, -81.30510994 43.22489382))",PIN.097070028
"POLYGON((-81.313497 43.21469544, -81.31345439 43.21447267, -81.31072782 43.21527961, -81.30810962 43.2160544, -81.30811118 43.21606179, -81.30811985 43.21610263, -81.30833065 43.21709644, -81.3079965 43.21713165, -81.30737941 43.21719667, -81.30719264 43.21631433, -81.30697432 43.21637977, -81.30675601 43.2164452, -81.3065377 43.21651064, -81.30649843 43.21652241, -81.30632749 43.21657402, -81.30626714 43.21659209, -81.30603576 43.21666143, -81.30580439 43.21673075, -81.30557302 43.21680007, -81.30534165 43.21686939, -81.30511028 43.21693871, -81.30500664 43.21696976, -81.3048789 43.21700804, -81.30464753 43.21707736, -81.30441616 43.21714668, -81.30418478 43.217216, -81.30395264 43.2172854, -81.30392461 43.21729395, -81.30398277 43.21758834, -81.30417215 43.21857384, -81.30436169 43.21956013, -81.30373696 43.21962959, -81.30382564 43.22009147, -81.30379093 43.22009533, -81.30382447 43.22028276, -81.30398694 43.22118965, -81.30400561 43.22129378, -81.31443786 43.2201484, -81.31413939 43.21832265, -81.31383668 43.21647084, -81.313497 43.21469544))",PIN.097070034
"POLYGON((-81.27636521 43.22064306, -81.28877183 43.21927698, -81.288019 43.21563907, -81.27564317 43.21703482, -81.27636521 43.22064306))",PIN.097080017
"POLYGON((-81.43276211 43.09856547, -81.43308635 43.09847, -81.43977679 43.09650728, -81.43978436 43.09650506, -81.43881184 43.09466235, -81.43791625 43.0929653, -81.43791166 43.09295659, -81.43783322 43.09280795, -81.4378316 43.09280488, -81.43779104 43.092728, -81.43775043 43.09265106, -81.43661238 43.09049913, -81.43660885 43.09049246, -81.42967587 43.09253093, -81.42969017 43.0925592, -81.43058187 43.09432075, -81.43065984 43.09447533, -81.43169323 43.0965238, -81.43220046 43.09752921, -81.43276211 43.09856547))",PIN.081340005
"POLYGON((-81.32466932 43.13708844, -81.33146446 43.13521155, -81.33652621 43.13379561, -81.33754105 43.1335117, -81.33764937 43.13333458, -81.33753723 43.13311914, -81.33617017 43.13049259, -81.32306072 43.13416728, -81.32466932 43.13708844))",PIN.081430001
"POLYGON((-81.7741405 43.23405661, -81.77412583 43.233967, -81.77412359 43.2338683, -81.77469508 43.23222813, -81.77478525 43.23200612, -81.77523915 43.23122588, -81.77595284 43.23036246, -81.77670941 43.22962074, -81.77699052 43.22934514, -81.77772556 43.22837944, -81.77847183 43.22760127, -81.77870645 43.2273355, -81.77875146 43.22703584, -81.77871128 43.22615498, -81.77884418 43.22579599, -81.77908482 43.22520615, -81.77909603 43.22519386, -81.76915556 43.22353362, -81.76773273 43.22815599, -81.76630957 43.23277877, -81.7741405 43.23405661))",PIN.096810006
"POLYGON((-81.77924308 43.22503269, -81.77956306 43.22468197, -81.77971726 43.22447468, -81.78018037 43.2237229, -81.78042897 43.22305091, -81.7808068 43.22231193, -81.780655 43.22151605, -81.78057328 43.22108755, -81.78051714 43.22047267, -81.78037567 43.21922058, -81.78037842 43.21907043, -81.78029649 43.21893431, -81.78040915 43.21882282, -81.7804034 43.21843911, -81.78041995 43.21772445, -81.78042976 43.21731839, -81.78068984 43.21670469, -81.7809946 43.21591444, -81.78110948 43.21542179, -81.78136913 43.21501502, -81.78171927 43.21418905, -81.78178745 43.2138418, -81.78188391 43.21357779, -81.78199604 43.21331437, -81.78211475 43.21305354, -81.78223639 43.21276358, -81.7823034 43.21249587, -81.78237083 43.21225325, -81.78217915 43.21192453, -81.78226072 43.21154257, -81.78220893 43.21142281, -81.78216694 43.21127668, -81.7821166 43.21111894, -81.7820766 43.21101004, -81.78204239 43.21084634, -81.78203069 43.21073699, -81.78200053 43.21064598, -81.78195196 43.21053484, -81.78187919 43.21041258, -81.78183159 43.21034059, -81.78177538 43.21024427, -81.78171908 43.21014629, -81.78160932 43.20999823, -81.78156671 43.20990767, -81.78144662 43.20975103, -81.78139085 43.20967478, -81.78127053 43.20950855, -81.78119862 43.20939184, -81.78108418 43.20927029, -81.78100697 43.20915349, -81.78091479 43.20902555, -81.78083889 43.20891498, -81.78073213 43.20878572, -81.78068674 43.20869307, -81.78061384 43.20860277, -81.78053459 43.20847117, -81.78041665 43.20828745, -81.78035059 43.20821604, -81.78023396 43.2080477, -81.78016658 43.20796091, -81.78006771 43.20780167, -81.77999419 43.20769178, -81.77989137 43.20755935, -81.77981027 43.20744222, -81.77972883 43.20731215, -81.7796737 43.20720906, -81.77960965 43.2070488, -81.77952106 43.20694815, -81.7794236 43.20681024, -81.7792822 43.20670454, -81.77912922 43.20654837, -81.77901963 43.20644995, -81.77886168 43.20635617, -81.77875034 43.20628458, -81.77855919 43.2061887, -81.77847618 43.2061427, -81.77805169 43.20607179, -81.77470078 43.20551202, -81.77468431 43.20556555, -81.77395199 43.20794615, -81.77322062 43.21032348, -81.77250481 43.21265003, -81.77140664 43.21621902, -81.77030835 43.21978799, -81.76920992 43.22335698, -81.77924308 43.22503269))",PIN.096810008
"POLYGON((-81.79422198 43.2085858, -81.79684726 43.19983927, -81.79204886 43.19906215, -81.78721143 43.19827849, -81.78657434 43.20042375, -81.78412868 43.2000343, -81.78173342 43.19962097, -81.78169821 43.19976229, -81.77699222 43.19895703, -81.7761404 43.20138591, -81.77523746 43.20396032, -81.77475516 43.20533537, -81.78448832 43.206961, -81.79422198 43.2085858))",PIN.096810011
"POLYGON((-81.76606786 43.23273932, -81.76749106 43.22811654, -81.76891404 43.22349374, -81.75570697 43.22133726, -81.75531982 43.2227361, -81.75502383 43.22359414, -81.75310381 43.22331144, -81.75089873 43.2229512, -81.75103962 43.22361379, -81.75109056 43.22389369, -81.75112922 43.22410609, -81.75142449 43.22549293, -81.7518623 43.22765206, -81.75226835 43.2295007, -81.75235304 43.22985926, -81.7524566 43.23029771, -81.75250305 43.23052441, -81.75250333 43.23052578, -81.76606786 43.23273932))",PIN.096810020
"POLYGON((-81.76896841 43.22331709, -81.77006698 43.21974767, -81.77116529 43.2161787, -81.77226347 43.21260972, -81.77336153 43.20904072, -81.77445933 43.20547213, -81.76007902 43.20312355, -81.7576705 43.20273, -81.75510772 43.21159866, -81.75776186 43.21199425, -81.75724445 43.21385203, -81.75624571 43.21743765, -81.75523265 43.22107426, -81.76896841 43.22331709))",PIN.096810023
"POLYGON((-81.77451362 43.20529548, -81.77502773 43.20382978, -81.77590067 43.20134092, -81.77678622 43.19881588, -81.77680485 43.19876274, -81.76938201 43.1974856, -81.76738206 43.19715568, -81.76737141 43.1971986, -81.7670171 43.19862634, -81.76698932 43.19873831, -81.76682123 43.19941561, -81.76703716 43.19945173, -81.76722832 43.1994837, -81.76741003 43.1995141, -81.76756016 43.19953921, -81.76766838 43.19955731, -81.76786786 43.19959068, -81.76813449 43.19963528, -81.76824197 43.19965325, -81.76849559 43.19969567, -81.76869862 43.19972963, -81.76889437 43.19976236, -81.76875332 43.20020757, -81.76873808 43.20025567, -81.76820823 43.20192812, -81.76500636 43.2013968, -81.76314461 43.20115168, -81.76248844 43.20333167, -81.76604434 43.20391252, -81.76957312 43.20448882, -81.77265183 43.20499152, -81.77447701 43.2052895, -81.77451362 43.20529548))",PIN.096810026
"POLYGON((-81.74508086 43.21943155, -81.75015902 43.22024537, -81.75016412 43.22024618, -81.75523265 43.22107426, -81.75624571 43.21743765, -81.75724445 43.21385203, -81.75776186 43.21199425, -81.75510772 43.21159866, -81.75258512 43.21122262, -81.74770982 43.21049568, -81.74702173 43.21283477, -81.74635893 43.2150877, -81.74566451 43.21744791, -81.74508086 43.21943155))",PIN.096810045
"POLYGON((-81.3595646 43.1887503, -81.37132023 43.18749472, -81.37121817 43.18695114, -81.37202618 43.1868648, -81.37187872 43.18607945, -81.3714399 43.18374211, -81.3650675 43.18443391, -81.35876217 43.18511806, -81.35916337 43.18693418, -81.3595646 43.1887503))",PIN.097030154
"POLYGON((-81.3650675 43.18443391, -81.3714399 43.18374211, -81.37121539 43.18263242, -81.37008514 43.18275516, -81.36899245 43.18270006, -81.36889033 43.18232731, -81.36853517 43.18231219, -81.36476219 43.1825734, -81.3650675 43.18443391))",PIN.097030156
"POLYGON((-81.35876217 43.18511806, -81.3650675 43.18443391, -81.36476219 43.1825734, -81.36853517 43.18231219, -81.36889033 43.18232731, -81.36899245 43.18270006, -81.37008514 43.18275516, -81.37121539 43.18263242, -81.37113865 43.1822531, -81.36921009 43.18246202, -81.36912004 43.18201681, -81.37104859 43.18180789, -81.37070013 43.18008534, -81.37014407 43.1801466, -81.36825349 43.18035486, -81.35817556 43.18146445, -81.35875681 43.18508469, -81.35876217 43.18511806))",PIN.097030337
"POLYGON((-81.38274103 43.24246421, -81.39522775 43.24111938, -81.39444742 43.23757999, -81.38207115 43.23883402, -81.38274103 43.24246421))",PIN.097040021
"POLYGON((-81.38005359 43.22789769, -81.39249548 43.22654371, -81.39212909 43.22477496, -81.39173928 43.22289297, -81.37938193 43.22425598, -81.38005359 43.22789769))",PIN.097040027
"POLYGON((-81.37864954 43.22042678, -81.38485568 43.21978563, -81.38448248 43.21796154, -81.38448118 43.21795517, -81.38410264 43.21610481, -81.37795367 43.21679453, -81.37807979 43.21745284, -81.37850282 43.21966101, -81.37864954 43.22042678))",PIN.097040029
"POLYGON((-81.36747493 43.22924212, -81.37363487 43.2285827, -81.3730026 43.22495219, -81.36672245 43.22563709, -81.36746904 43.2292139, -81.36747493 43.22924212))",PIN.097040036
"POLYGON((-81.37167333 43.25131711, -81.3839444 43.24995245, -81.38323192 43.24630454, -81.37097755 43.24769469, -81.37166246 43.25126055, -81.37167333 43.25131711))",PIN.097050045
